1104.51181102  → VAL recon=84.1638, acc=0.0762
1129.66272966  → VAL recon=86.0803, acc=0.0762
1130.54251012  → VAL recon=83.7732, acc=0.0741
1147.00551724  → VAL recon=83.1579, acc=0.0725
1148.76944444  → VAL recon=82.7114, acc=0.0720
1149.77913279  → VAL recon=84.8537, acc=0.0738
1152.38082192  → VAL recon=84.1238, acc=0.0730
1155.07865169  → VAL recon=82.2416, acc=0.0712
1167.16005666  → VAL recon=82.4015, acc=0.0706
1167.98153409  → VAL recon=82.2259, acc=0.0704
