777.52787456  → VAL recon=44.6301, acc=0.0574
781.13485114  → VAL recon=44.6028, acc=0.0571
789.96672504  → VAL recon=45.1071, acc=0.0571
793.84848485  → VAL recon=44.5349, acc=0.0561
794.18996416  → VAL recon=44.3158, acc=0.0558
794.57526882  → VAL recon=44.3373, acc=0.0558
795.48306595  → VAL recon=44.6266, acc=0.0561
795.72438163  → VAL recon=45.0380, acc=0.0566
797.80492091  → VAL recon=45.3951, acc=0.0569
798.74204947  → VAL recon=45.2088, acc=0.0566
